anio,fecha_agresion,fecha_primera_visita,mes,codigo_dane,municipio,area_operativa,especie,sector,provocado,condicion_vacunacion,seguimiento_3_visitas,estado_animal,eventos
2026,2026-04-06,2026-04-17,4,76736,SEVILLA,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-06,2026-04-22,4,76250,EL DOVIO,ARO NORTE CARTAGO,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-06,2026-05-27,4,76563,PRADERA,ARO SUR CALI,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-07,2026-04-07,4,76400,LA UNION,ARO NORTE CARTAGO,CANINO,URBANO,NO,DESCONOCIDO,2 VISITAS,NO OBSERVABLE,1
2026,2026-04-07,2026-04-08,4,76497,OBANDO,ARO NORTE CARTAGO,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-07,2026-04-09,4,76248,EL CERRITO,ARO SUR CALI,CANINO,RURAL,NO,DESCONOCIDO,2 VISITAS,SIN CLASIFICAR,1
2026,2026-04-07,2026-04-14,4,76275,FLORIDA,ARO SUR CALI,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-07,2026-04-14,4,76275,FLORIDA,ARO SUR CALI,CANINO,RURAL,NO,VACUNADO,2 VISITAS,SIN CLASIFICAR,1
2026,2026-04-07,2026-04-17,4,76126,CALIMA,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-07,2026-04-17,4,76736,SEVILLA,ARO CENTRO TULUA,FELINO,URBANO,NO,NO VACUNADO,2 VISITAS,OBSERVADO SANO,1
2026,2026-04-07,2026-04-20,4,76275,FLORIDA,ARO SUR CALI,CANINO,URBANO,SI,VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-07,2026-04-20,4,76622,ROLDANILLO,ARO NORTE CARTAGO,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,NO OBSERVADO,1
2026,2026-04-07,2026-04-20,4,76622,ROLDANILLO,ARO NORTE CARTAGO,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,NO OBSERVADO,1
2026,2026-04-07,2026-04-20,4,76863,VERSALLES,ARO NORTE CARTAGO,FELINO,URBANO,SI,DESCONOCIDO,1 VISITA,NO OBSERVADO,1
2026,2026-04-07,2026-04-21,4,76828,TRUJILLO,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-07,2026-04-22,4,76250,EL DOVIO,ARO NORTE CARTAGO,CANINO,RURAL,NO,VACUNADO,1 VISITA,OBSERVADO SANO,1
2026,2026-04-07,2026-04-27,4,76233,DAGUA,ARO SUR CALI,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-07,2026-04-27,4,76233,DAGUA,ARO SUR CALI,CANINO,RURAL,SI,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-07,2026-04-29,4,76563,PRADERA,ARO SUR CALI,FELINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-07,2026-05-07,4,76318,GUACARI,ARO SUR CALI,CANINO,URBANO,SI,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-07,2026-05-08,4,76318,GUACARI,ARO SUR CALI,CANINO,RURAL,SI,VACUNADO,1 VISITA,OBSERVADO SANO,1
2026,2026-04-08,2026-04-08,4,76306,GINEBRA,ARO SUR CALI,CANINO,RURAL,NO,VACUNADO,2 VISITAS,SIN CLASIFICAR,1
2026,2026-04-08,2026-04-09,4,76243,EL AGUILA,ARO NORTE CARTAGO,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,NO OBSERVADO,1
2026,2026-04-08,2026-04-09,4,76246,EL CAIRO,ARO NORTE CARTAGO,FELINO,URBANO,SI,NO VACUNADO,CUMPLE,CON SIGNOS REPORTADOS,1
2026,2026-04-08,2026-04-09,4,76670,SAN PEDRO,ARO CENTRO TULUA,CANINO,URBANO,SI,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-08,2026-04-13,4,76020,ALCALA,ARO NORTE CARTAGO,CANINO,URBANO,SI,DESCONOCIDO,2 VISITAS,NO OBSERVABLE,2
2026,2026-04-08,2026-04-13,4,76020,ALCALA,ARO NORTE CARTAGO,FELINO,RURAL,SI,DESCONOCIDO,2 VISITAS,NO OBSERVADO,1
2026,2026-04-08,2026-04-17,4,76126,CALIMA,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-08,2026-04-17,4,76377,LA CUMBRE,ARO SUR CALI,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-08,2026-04-17,4,76736,SEVILLA,ARO CENTRO TULUA,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,CALLEJERO,1
2026,2026-04-08,2026-04-20,4,76622,ROLDANILLO,ARO NORTE CARTAGO,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,NO OBSERVADO,1
2026,2026-04-08,2026-05-12,4,76248,EL CERRITO,ARO SUR CALI,CANINO,URBANO,NO,VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-09,2026-04-13,4,76400,LA UNION,ARO NORTE CARTAGO,FELINO,URBANO,NO,NO VACUNADO,CUMPLE,NO OBSERVABLE,1
2026,2026-04-09,2026-04-16,4,76403,LA VICTORIA,ARO NORTE CARTAGO,CANINO,RURAL,NO,DESCONOCIDO,2 VISITAS,OBSERVADO SANO,1
2026,2026-04-09,2026-04-16,4,76606,RESTREPO,ARO CENTRO TULUA,CANINO,URBANO,SI,NO VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-09,2026-04-16,4,76736,SEVILLA,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,CALLEJERO,1
2026,2026-04-09,2026-04-16,4,76736,SEVILLA,ARO CENTRO TULUA,CANINO,URBANO,SI,VACUNADO,2 VISITAS,OBSERVADO SANO,1
2026,2026-04-09,2026-04-17,4,76828,TRUJILLO,ARO CENTRO TULUA,CANINO,URBANO,SI,VACUNADO,2 VISITAS,SIN CLASIFICAR,1
2026,2026-04-09,2026-04-20,4,76616,RIOFRIO,ARO CENTRO TULUA,CANINO,RURAL,NO,VACUNADO,3 VISITAS FUERA DE 10 DÍAS O CON INCONSISTENCIA,SIN CLASIFICAR,1
2026,2026-04-09,2026-04-20,4,76863,VERSALLES,ARO NORTE CARTAGO,CANINO,URBANO,SI,DESCONOCIDO,1 VISITA,NO OBSERVABLE,1
2026,2026-04-09,2026-04-24,4,76890,YOTOCO,ARO CENTRO TULUA,CANINO,RURAL,NO,NO VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-09,2026-04-27,4,76233,DAGUA,ARO SUR CALI,CANINO,RURAL,SI,DESCONOCIDO,2 VISITAS,PERDIDO O DESAPARECIDO,1
2026,2026-04-09,2026-04-27,4,76233,DAGUA,ARO SUR CALI,CANINO,URBANO,SI,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-09,2026-04-27,4,76318,GUACARI,ARO SUR CALI,CANINO,URBANO,SI,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-10,2026-04-14,4,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,CALLEJERO,1
2026,2026-04-10,2026-04-14,4,76275,FLORIDA,ARO SUR CALI,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-10,2026-04-14,4,76890,YOTOCO,ARO CENTRO TULUA,CANINO,URBANO,NO,NO VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-10,2026-04-15,4,76041,ANSERMANUEVO,ARO NORTE CARTAGO,FELINO,URBANO,NO,DESCONOCIDO,2 VISITAS,NO OBSERVABLE,1
2026,2026-04-10,2026-04-17,4,76377,LA CUMBRE,ARO SUR CALI,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-10,2026-04-18,4,76054,ARGELIA,ARO NORTE CARTAGO,FELINO,URBANO,NO,DESCONOCIDO,1 VISITA,CALLEJERO,1
2026,2026-04-10,2026-04-24,4,76606,RESTREPO,ARO CENTRO TULUA,CANINO,URBANO,NO,VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-10,2026-04-27,4,76233,DAGUA,ARO SUR CALI,CANINO,URBANO,SI,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-10,2026-04-29,4,76563,PRADERA,ARO SUR CALI,FELINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-10,2026-05-06,4,76318,GUACARI,ARO SUR CALI,CANINO,RURAL,SI,DESCONOCIDO,1 VISITA,OBSERVADO SANO,1
2026,2026-04-10,2026-05-26,4,76248,EL CERRITO,ARO SUR CALI,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-10,2026-06-10,4,76248,EL CERRITO,ARO SUR CALI,CANINO,URBANO,NO,NO VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-11,2026-04-13,4,76895,ZARZAL,ARO CENTRO TULUA,FELINO,URBANO,NO,NO VACUNADO,CUMPLE,SIN CLASIFICAR,1
2026,2026-04-11,2026-04-15,4,76041,ANSERMANUEVO,ARO NORTE CARTAGO,CANINO,URBANO,SI,VACUNADO,CUMPLE,SIN CLASIFICAR,1
2026,2026-04-11,2026-04-15,4,76895,ZARZAL,ARO CENTRO TULUA,FELINO,URBANO,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-11,2026-04-16,4,76606,RESTREPO,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-11,2026-04-17,4,76248,EL CERRITO,ARO SUR CALI,CANINO,URBANO,NO,DESCONOCIDO,3 VISITAS FUERA DE 10 DÍAS O CON INCONSISTENCIA,SIN CLASIFICAR,1
2026,2026-04-11,2026-04-17,4,76377,LA CUMBRE,ARO SUR CALI,FELINO,URBANO,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-11,2026-04-20,4,76622,ROLDANILLO,ARO NORTE CARTAGO,CANINO,URBANO,SI,DESCONOCIDO,1 VISITA,NO OBSERVABLE,1
2026,2026-04-11,2026-05-14,4,76233,DAGUA,ARO SUR CALI,CANINO,RURAL,SI,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-12,2026-04-14,4,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,NO OBSERVABLE,1
2026,2026-04-12,2026-04-14,4,76275,FLORIDA,ARO SUR CALI,CANINO,URBANO,NO,DESCONOCIDO,2 VISITAS,PERDIDO O DESAPARECIDO,2
2026,2026-04-12,2026-04-15,4,76041,ANSERMANUEVO,ARO NORTE CARTAGO,CANINO,URBANO,SI,DESCONOCIDO,2 VISITAS,NO OBSERVADO,1
2026,2026-04-12,2026-04-15,4,76041,ANSERMANUEVO,ARO NORTE CARTAGO,FELINO,URBANO,SI,VACUNADO,CUMPLE,SIN CLASIFICAR,1
2026,2026-04-12,2026-04-15,4,76275,FLORIDA,ARO SUR CALI,FELINO,URBANO,SI,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-12,2026-04-16,4,76403,LA VICTORIA,ARO NORTE CARTAGO,CANINO,URBANO,NO,VACUNADO,2 VISITAS,OBSERVADO SANO,1
2026,2026-04-12,2026-04-20,4,76890,YOTOCO,ARO CENTRO TULUA,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-12,2026-04-24,4,76736,SEVILLA,ARO CENTRO TULUA,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,CALLEJERO,1
2026,2026-04-12,2026-04-24,4,76736,SEVILLA,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,CALLEJERO,1
2026,2026-04-12,2026-04-24,4,76736,SEVILLA,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,2 VISITAS,OBSERVADO SANO,1
2026,2026-04-12,2026-05-05,4,76020,ALCALA,ARO NORTE CARTAGO,FELINO,RURAL,SI,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-12,2026-05-06,4,76318,GUACARI,ARO SUR CALI,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-12,2026-05-07,4,76318,GUACARI,ARO SUR CALI,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-13,2026-04-13,4,76497,OBANDO,ARO NORTE CARTAGO,CANINO,URBANO,NO,DESCONOCIDO,2 VISITAS,NO OBSERVABLE,1
2026,2026-04-13,2026-04-15,4,76275,FLORIDA,ARO SUR CALI,CANINO,RURAL,NO,DESCONOCIDO,2 VISITAS,PERDIDO O DESAPARECIDO,1
2026,2026-04-13,2026-04-15,4,76275,FLORIDA,ARO SUR CALI,CANINO,RURAL,NO,VACUNADO,2 VISITAS,SIN CLASIFICAR,1
2026,2026-04-13,2026-04-15,4,76275,FLORIDA,ARO SUR CALI,CANINO,URBANO,SI,DESCONOCIDO,2 VISITAS,PERDIDO O DESAPARECIDO,1
2026,2026-04-13,2026-04-16,4,76403,LA VICTORIA,ARO NORTE CARTAGO,CANINO,RURAL,NO,DESCONOCIDO,2 VISITAS,OBSERVADO SANO,1
2026,2026-04-13,2026-04-23,4,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,URBANO,SI,DESCONOCIDO,1 VISITA,CALLEJERO,1
2026,2026-04-13,2026-04-24,4,76318,GUACARI,ARO SUR CALI,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-13,2026-04-24,4,76736,SEVILLA,ARO CENTRO TULUA,FELINO,URBANO,NO,DESCONOCIDO,1 VISITA,CALLEJERO,1
2026,2026-04-13,2026-04-27,4,76233,DAGUA,ARO SUR CALI,CANINO,URBANO,NO,DESCONOCIDO,2 VISITAS,PERDIDO O DESAPARECIDO,1
2026,2026-04-13,2026-04-29,4,76563,PRADERA,ARO SUR CALI,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-13,2026-04-30,4,76563,PRADERA,ARO SUR CALI,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-13,2026-05-05,4,76377,LA CUMBRE,ARO SUR CALI,FELINO,RURAL,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-14,2026-04-15,4,76100,BOLIVAR,ARO CENTRO TULUA,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,2
2026,2026-04-14,2026-04-15,4,76275,FLORIDA,ARO SUR CALI,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-14,2026-04-15,4,76275,FLORIDA,ARO SUR CALI,CANINO,URBANO,SI,DESCONOCIDO,2 VISITAS,PERDIDO O DESAPARECIDO,1
2026,2026-04-14,2026-04-16,4,76113,BUGALAGRANDE,ARO CENTRO TULUA,CANINO,URBANO,NO,VACUNADO,2 VISITAS,SIN CLASIFICAR,1
2026,2026-04-14,2026-04-17,4,76248,EL CERRITO,ARO SUR CALI,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-14,2026-04-17,4,76895,ZARZAL,ARO CENTRO TULUA,FELINO,RURAL,SI,NO VACUNADO,2 VISITAS,SIN CLASIFICAR,1
2026,2026-04-14,2026-04-19,4,76054,ARGELIA,ARO NORTE CARTAGO,CANINO,URBANO,SI,DESCONOCIDO,CUMPLE,NO OBSERVADO,1
2026,2026-04-14,2026-04-23,4,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-14,2026-04-23,4,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,URBANO,NO,NO VACUNADO,2 VISITAS,OBSERVADO SANO,1
2026,2026-04-14,2026-04-24,4,76736,SEVILLA,ARO CENTRO TULUA,FELINO,URBANO,NO,DESCONOCIDO,1 VISITA,NO OBSERVABLE,1
2026,2026-04-14,2026-04-24,4,76845,ULLOA,ARO NORTE CARTAGO,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,NO OBSERVABLE,1
2026,2026-04-14,2026-04-29,4,76248,EL CERRITO,ARO SUR CALI,CANINO,URBANO,NO,VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-14,2026-04-30,4,76563,PRADERA,ARO SUR CALI,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-14,2026-05-13,4,76845,ULLOA,ARO NORTE CARTAGO,CANINO,RURAL,SI,VACUNADO,1 VISITA,OBSERVADO SANO,1
2026,2026-04-14,2026-05-27,4,76563,PRADERA,ARO SUR CALI,FELINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-15,2026-04-16,4,76403,LA VICTORIA,ARO NORTE CARTAGO,SIN DATO,URBANO,NO,DESCONOCIDO,2 VISITAS,OBSERVADO SANO,1
2026,2026-04-15,2026-04-16,4,76606,RESTREPO,ARO CENTRO TULUA,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-15,2026-04-16,4,76823,TORO,ARO NORTE CARTAGO,CANINO,URBANO,NO,VACUNADO,2 VISITAS,SIN CLASIFICAR,1
2026,2026-04-15,2026-04-17,4,76041,ANSERMANUEVO,ARO NORTE CARTAGO,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,NO OBSERVADO,1
2026,2026-04-15,2026-04-17,4,76828,TRUJILLO,ARO CENTRO TULUA,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-15,2026-04-20,4,76248,EL CERRITO,ARO SUR CALI,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-15,2026-04-20,4,76248,EL CERRITO,ARO SUR CALI,CANINO,URBANO,SI,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,2
2026,2026-04-15,2026-04-20,4,76497,OBANDO,ARO NORTE CARTAGO,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-15,2026-04-20,4,76622,ROLDANILLO,ARO NORTE CARTAGO,CANINO,RURAL,SI,DESCONOCIDO,1 VISITA,OBSERVADO SANO,1
2026,2026-04-15,2026-04-21,4,76895,ZARZAL,ARO CENTRO TULUA,FELINO,URBANO,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-15,2026-04-23,4,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,URBANO,SI,VACUNADO,2 VISITAS,NO OBSERVABLE,1
2026,2026-04-15,2026-04-23,4,76126,CALIMA,ARO CENTRO TULUA,CANINO,URBANO,NO,VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-15,2026-04-24,4,76275,FLORIDA,ARO SUR CALI,CANINO,URBANO,NO,VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-15,2026-05-11,4,76606,RESTREPO,ARO CENTRO TULUA,CANINO,RURAL,NO,VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-15,2026-05-27,4,76563,PRADERA,ARO SUR CALI,FELINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-16,2026-04-19,4,76246,EL CAIRO,ARO NORTE CARTAGO,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-16,2026-04-21,4,76020,ALCALA,ARO NORTE CARTAGO,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,NO OBSERVABLE,1
2026,2026-04-16,2026-04-21,4,76020,ALCALA,ARO NORTE CARTAGO,FELINO,URBANO,NO,DESCONOCIDO,1 VISITA,NO OBSERVABLE,1
2026,2026-04-16,2026-04-23,4,76126,CALIMA,ARO CENTRO TULUA,CANINO,URBANO,NO,NO VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-16,2026-04-24,4,76606,RESTREPO,ARO CENTRO TULUA,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-16,2026-04-30,4,76563,PRADERA,ARO SUR CALI,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-16,2026-04-30,4,76606,RESTREPO,ARO CENTRO TULUA,CANINO,RURAL,NO,NO VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-16,2026-05-08,4,76036,ANDALUCIA,ARO CENTRO TULUA,FELINO,URBANO,SI,DESCONOCIDO,3 VISITAS FUERA DE 10 DÍAS O CON INCONSISTENCIA,SIN CLASIFICAR,1
2026,2026-04-16,2026-05-14,4,76563,PRADERA,ARO SUR CALI,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-17,2026-04-20,4,76248,EL CERRITO,ARO SUR CALI,CANINO,URBANO,SI,NO VACUNADO,2 VISITAS,SIN CLASIFICAR,1
2026,2026-04-17,2026-04-20,4,76616,RIOFRIO,ARO CENTRO TULUA,CANINO,RURAL,NO,VACUNADO,CUMPLE,SIN CLASIFICAR,1
2026,2026-04-17,2026-04-23,4,76122,CAICEDONIA,ARO CENTRO TULUA,CANINO,URBANO,SI,NO VACUNADO,2 VISITAS,OBSERVADO SANO,1
2026,2026-04-17,2026-04-23,4,76122,CAICEDONIA,ARO CENTRO TULUA,FELINO,URBANO,NO,VACUNADO,2 VISITAS,OBSERVADO SANO,1
2026,2026-04-17,2026-04-24,4,76275,FLORIDA,ARO SUR CALI,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-17,2026-05-14,4,76233,DAGUA,ARO SUR CALI,CANINO,URBANO,SI,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-18,2026-04-19,4,76054,ARGELIA,ARO NORTE CARTAGO,CANINO,URBANO,NO,NO VACUNADO,CUMPLE,OBSERVADO SANO,1
2026,2026-04-18,2026-04-21,4,76606,RESTREPO,ARO CENTRO TULUA,CANINO,RURAL,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-18,2026-04-23,4,76126,CALIMA,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-18,2026-04-24,4,76275,FLORIDA,ARO SUR CALI,CANINO,URBANO,NO,VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-18,2026-04-24,4,76275,FLORIDA,ARO SUR CALI,FELINO,URBANO,SI,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-18,2026-04-24,4,76403,LA VICTORIA,ARO NORTE CARTAGO,CANINO,URBANO,NO,DESCONOCIDO,2 VISITAS,OBSERVADO SANO,1
2026,2026-04-18,2026-04-24,4,76403,LA VICTORIA,ARO NORTE CARTAGO,CANINO,URBANO,SI,DESCONOCIDO,2 VISITAS,OBSERVADO SANO,1
2026,2026-04-18,2026-04-24,4,76736,SEVILLA,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-18,2026-04-27,4,76318,GUACARI,ARO SUR CALI,CANINO,RURAL,SI,DESCONOCIDO,1 VISITA,OBSERVADO SANO,1
2026,2026-04-18,2026-05-07,4,76318,GUACARI,ARO SUR CALI,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,OBSERVADO SANO,1
2026,2026-04-18,2026-05-08,4,76233,DAGUA,ARO SUR CALI,SIN DATO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-19,2026-04-20,4,76318,GUACARI,ARO SUR CALI,FELINO,URBANO,SI,DESCONOCIDO,1 VISITA,MUERTO,1
2026,2026-04-19,2026-04-23,4,76823,TORO,ARO NORTE CARTAGO,CANINO,URBANO,SI,VACUNADO,2 VISITAS,SIN CLASIFICAR,1
2026,2026-04-19,2026-04-24,4,76275,FLORIDA,ARO SUR CALI,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-19,2026-04-28,4,76869,VIJES,ARO SUR CALI,FELINO,URBANO,NO,VACUNADO,2 VISITAS,CALLEJERO,1
2026,2026-04-19,2026-04-29,4,76248,EL CERRITO,ARO SUR CALI,CANINO,URBANO,NO,DESCONOCIDO,2 VISITAS,SIN CLASIFICAR,1
2026,2026-04-19,2026-04-29,4,76403,LA VICTORIA,ARO NORTE CARTAGO,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,PERDIDO O DESAPARECIDO,1
2026,2026-04-19,2026-05-04,4,76306,GINEBRA,ARO SUR CALI,CANINO,RURAL,NO,DESCONOCIDO,2 VISITAS,CON SIGNOS REPORTADOS,1
2026,2026-04-19,2026-05-07,4,76126,CALIMA,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-19,2026-05-07,4,76736,SEVILLA,ARO CENTRO TULUA,CANINO,RURAL,NO,VACUNADO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-19,2026-05-07,4,76736,SEVILLA,ARO CENTRO TULUA,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-20,2026-04-20,4,76400,LA UNION,ARO NORTE CARTAGO,CANINO,URBANO,NO,DESCONOCIDO,1 VISITA,NO OBSERVABLE,1
2026,2026-04-20,2026-04-21,4,76054,ARGELIA,ARO NORTE CARTAGO,CANINO,RURAL,SI,DESCONOCIDO,1 VISITA,NO OBSERVADO,1
2026,2026-04-20,2026-04-24,4,76275,FLORIDA,ARO SUR CALI,CANINO,URBANO,NO,VACUNADO,2 VISITAS,SIN CLASIFICAR,1
2026,2026-04-20,2026-04-25,4,76895,ZARZAL,ARO CENTRO TULUA,FELINO,URBANO,NO,DESCONOCIDO,1 VISITA,SIN CLASIFICAR,1
2026,2026-04-20,2026-04-28,4,76113,BUGALAGRANDE,ARO CENTRO TULUA,CANINO,URBANO,NO,VACUNADO,1 VISITA,SIN CLASIFICAR,1
